settlingTime,unsettled,overshoot,overshootTime,crossCount,riseTime,Kp,Kd,J
10.200000000000001,0,-1.1367996703735912,11.100000000000001,2,9.9,0.1774,0.5599999999999999,11800.0
10.3,0,-1.1347214844725784,11.200000000000001,2,10.0,0.063,0.2,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.0812,0.26,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.089,0.28,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.0942,0.3,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.0994,0.32,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1072,0.33999999999999997,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1124,0.36,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1176,0.38,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1254,0.39999999999999997,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1306,0.42,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1358,0.43999999999999995,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1436,0.45999999999999996,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1488,0.48,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.15660000000000002,0.49999999999999994,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1618,0.52,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1696,0.54,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.1748,0.5599999999999999,12000.0
10.3,0,-1.1060735947160438,11.200000000000001,2,10.0,0.18,0.58,12000.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.063,0.2,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.06820000000000001,0.22,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.076,0.24,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.0812,0.26,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.0864,0.28,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.0942,0.3,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.0994,0.32,12200.0
10.4,0,-1.076354931375242,11.3,2,10.100000000000001,0.1124,0.36,12200.0
10.4,0,-1.0622658052654472,11.3,2,10.100000000000001,0.15660000000000002,0.49999999999999994,12200.0
10.4,0,-1.0622658052654472,11.3,2,10.100000000000001,0.1696,0.54,12200.0
10.4,0,-1.0622658052654472,11.3,2,10.100000000000001,0.1748,0.5599999999999999,12200.0
10.5,0,-1.0475949345936257,11.4,2,10.200000000000001,0.06820000000000001,0.22,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.0812,0.26,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.0864,0.28,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.0942,0.3,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.0994,0.32,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1046,0.33999999999999997,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.10980000000000001,0.36,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1176,0.38,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1228,0.39999999999999997,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.128,0.42,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1358,0.43999999999999995,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.14100000000000001,0.45999999999999996,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1462,0.48,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.154,0.49999999999999994,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1592,0.52,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.16699999999999998,0.54,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1722,0.5599999999999999,12400.0
10.5,0,-1.0198711703131096,11.4,2,10.200000000000001,0.1774,0.58,12400.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.06820000000000001,0.22,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.07339999999999999,0.24,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.0812,0.26,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.0864,0.28,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.0916,0.3,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.0994,0.32,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.1046,0.33999999999999997,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.1176,0.38,12600.0
10.5,0,-1.202548773934275,11.4,2,10.200000000000001,0.1228,0.39999999999999997,12600.0
10.5,0,-1.1889069216692434,11.4,2,10.200000000000001,0.1358,0.43999999999999995,12600.0
10.5,0,-1.1889069216692434,11.4,2,10.200000000000001,0.154,0.49999999999999994,12600.0
10.5,0,-1.1889069216692434,11.4,2,10.200000000000001,0.16699999999999998,0.54,12600.0
10.5,0,-1.1889069216692434,11.4,2,10.200000000000001,0.1722,0.5599999999999999,12600.0
10.5,0,-1.1889069216692434,11.4,2,10.200000000000001,0.18,0.58,12600.0
10.600000000000001,0,-1.1324296532920073,11.5,2,10.3,0.18,0.58,12800.0
10.700000000000001,0,-1.0644680440543084,11.600000000000001,2,10.4,0.1774,0.58,13000.0
10.700000000000001,0,-1.225144641958721,11.600000000000001,2,10.4,0.18,0.5999999999999999,13200.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.0604,0.2,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.0656,0.22,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.0708,0.24,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.0786,0.26,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.0838,0.28,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.089,0.3,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.0968,0.32,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.10200000000000001,0.33999999999999997,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.115,0.38,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.1202,0.39999999999999997,13400.0
10.8,0,-1.157827931673289,11.700000000000001,2,10.5,0.1384,0.45999999999999996,13400.0
10.8,0,-1.1450005183494767,11.700000000000001,2,10.5,0.15660000000000002,0.52,13400.0
10.8,0,-1.1450005183494767,11.700000000000001,2,10.5,0.1696,0.5599999999999999,13400.0
10.8,0,-1.1450005183494767,11.700000000000001,2,10.5,0.1748,0.58,13400.0
10.8,0,-1.1450005183494767,11.700000000000001,2,10.5,0.18,0.5999999999999999,13400.0
10.9,0,-1.0924911246314508,11.8,2,10.600000000000001,0.0656,0.22,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.0838,0.28,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.0968,0.32,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.10200000000000001,0.33999999999999997,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1072,0.36,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1124,0.38,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1202,0.39999999999999997,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1254,0.42,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1306,0.43999999999999995,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1358,0.45999999999999996,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.14100000000000001,0.48,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1488,0.49999999999999994,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.154,0.52,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1592,0.54,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.16699999999999998,0.5599999999999999,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1722,0.58,13600.0
10.9,0,-1.0672135748462708,11.8,2,10.600000000000001,0.1774,0.5999999999999999,13600.0
11.200000000000001,0,-1.1635686638970029,12.100000000000001,1,10.700000000000001,0.1774,0.5999999999999999,13800.0
11.3,0,-1.0877389452718873,12.200000000000001,1,10.8,0.063,0.22,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,1,10.8,0.06820000000000001,0.24,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,1,10.8,0.076,0.26,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,1,10.8,0.0812,0.28,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,2,10.8,0.0864,0.3,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,2,10.8,0.0916,0.32,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,2,10.8,0.0994,0.33999999999999997,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,2,10.8,0.1046,0.36,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,2,10.8,0.10980000000000001,0.38,14000.0
11.3,0,-1.0877389452718873,12.200000000000001,2,10.8,0.13319999999999999,0.45999999999999996,14000.0
11.3,0,-1.0754612782333766,12.200000000000001,2,10.8,0.15660000000000002,0.54,14000.0
11.3,0,-1.0754612782333766,12.200000000000001,2,10.8,0.1748,0.5999999999999999,14000.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.0864,0.3,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.0916,0.32,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1046,0.36,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.10980000000000001,0.38,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.115,0.39999999999999997,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1202,0.42,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1254,0.43999999999999995,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1306,0.45999999999999996,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1358,0.48,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1436,0.49999999999999994,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1488,0.52,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.154,0.54,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1592,0.5599999999999999,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.16699999999999998,0.58,14200.0
11.3,0,-1.1762488198774648,12.200000000000001,2,10.9,0.1722,0.5999999999999999,14200.0
11.4,0,-1.0904127483157495,12.3,1,10.9,0.063,0.22,14400.0
11.4,0,-1.0904127483157495,12.3,1,10.9,0.06820000000000001,0.24,14400.0
11.4,0,-1.0904127483157495,12.3,1,10.9,0.07339999999999999,0.26,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.0812,0.28,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.0864,0.3,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.0916,0.32,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.0968,0.33999999999999997,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.10980000000000001,0.38,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.115,0.39999999999999997,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.1202,0.42,14400.0
11.4,0,-1.0904127483157495,12.3,2,10.9,0.1436,0.49999999999999994,14400.0
11.4,0,-1.0784761275838761,12.3,2,10.9,0.16699999999999998,0.58,14400.0
11.4,0,-1.0784761275838761,12.3,2,10.9,0.1722,0.5999999999999999,14400.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.0916,0.32,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.0968,0.33999999999999997,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.10200000000000001,0.36,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.10980000000000001,0.38,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.115,0.39999999999999997,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1202,0.42,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1254,0.43999999999999995,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1306,0.45999999999999996,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1358,0.48,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.14100000000000001,0.49999999999999994,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1462,0.52,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.154,0.54,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1592,0.5599999999999999,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1644,0.58,14600.0
11.4,0,-1.1764610674109903,12.3,2,11.0,0.1696,0.5999999999999999,14600.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.06820000000000001,0.24,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.07339999999999999,0.26,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.0786,0.28,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.0864,0.3,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.0916,0.32,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.0968,0.33999999999999997,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.10200000000000001,0.36,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.1202,0.42,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.1254,0.43999999999999995,14800.0
11.5,0,-1.081328012104649,12.4,2,11.0,0.1306,0.45999999999999996,14800.0
11.5,0,-1.069714002743872,12.4,2,11.0,0.154,0.54,14800.0
11.5,0,-1.1881211509787875,12.4,2,11.100000000000001,0.06820000000000001,0.24,15000.0
11.5,0,-1.1881211509787875,12.4,2,11.100000000000001,0.07339999999999999,0.26,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.0968,0.33999999999999997,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.10200000000000001,0.36,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1072,0.38,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1124,0.39999999999999997,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1176,0.42,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1254,0.43999999999999995,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1306,0.45999999999999996,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1358,0.48,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.14100000000000001,0.49999999999999994,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1462,0.52,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.15139999999999998,0.54,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.15660000000000002,0.5599999999999999,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1644,0.58,15000.0
11.5,0,-1.1652028391735456,12.4,2,11.100000000000001,0.1696,0.5999999999999999,15000.0
11.600000000000001,0,-1.0501046648337464,12.5,2,11.100000000000001,0.1696,0.5999999999999999,15200.0
11.600000000000001,0,-1.1433679384718616,12.5,2,11.200000000000001,0.1722,0.5999999999999999,15400.0
11.700000000000001,0,-1.0315009339960284,12.600000000000001,2,11.3,0.1462,0.52,15600.0
12.0,0,-1.0834743986448885,12.9,1,11.4,0.0656,0.24,15800.0
12.0,0,-1.0834743986448885,12.9,1,11.4,0.0708,0.26,15800.0
12.0,0,-1.0834743986448885,12.9,1,11.4,0.076,0.28,15800.0
12.0,0,-1.0834743986448885,12.9,1,11.4,0.0812,0.3,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.0864,0.32,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.0942,0.33999999999999997,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.0994,0.36,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.1046,0.38,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.10980000000000001,0.39999999999999997,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.115,0.42,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.1202,0.43999999999999995,15800.0
12.0,0,-1.0834743986448885,12.9,2,11.4,0.1254,0.45999999999999996,15800.0
12.0,0,-1.0725954531676862,12.9,2,11.4,0.154,0.5599999999999999,15800.0
12.0,0,-1.0725954531676862,12.9,2,11.4,0.1592,0.58,15800.0
12.0,0,-1.151337260531399,12.9,1,11.5,0.0604,0.22,16000.0
12.0,0,-1.151337260531399,12.9,1,11.5,0.0656,0.24,16000.0
12.0,0,-1.151337260531399,12.9,1,11.5,0.0708,0.26,16000.0
12.0,0,-1.151337260531399,12.9,1,11.5,0.076,0.28,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1046,0.38,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.10980000000000001,0.39999999999999997,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.115,0.42,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1202,0.43999999999999995,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1254,0.45999999999999996,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1306,0.48,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1358,0.49999999999999994,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.14100000000000001,0.52,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1462,0.54,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.15139999999999998,0.5599999999999999,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.15660000000000002,0.58,16000.0
12.0,0,-1.1298513432139785,12.9,2,11.5,0.1618,0.5999999999999999,16000.0
12.100000000000001,0,-1.0116841031329926,13.0,2,11.5,0.1358,0.49999999999999994,16200.0
12.100000000000001,0,-1.0578053941214094,13.0,2,11.600000000000001,0.1644,0.5999999999999999,16400.0
12.100000000000001,0,-1.1235246465966782,13.0,2,11.600000000000001,0.1462,0.54,16600.0
12.100000000000001,0,-1.1774477657666935,13.0,2,11.700000000000001,0.1644,0.5999999999999999,16800.0
12.200000000000001,0,-1.0440593392430202,13.100000000000001,2,11.700000000000001,0.15660000000000002,0.58,17000.0
12.5,0,-1.0616760278934336,13.4,1,11.9,0.063,0.24,17200.0
12.5,0,-1.0616760278934336,13.4,1,11.9,0.06820000000000001,0.26,17200.0
12.5,0,-1.0616760278934336,13.4,1,11.9,0.07339999999999999,0.28,17200.0
12.5,0,-1.0616760278934336,13.4,1,11.9,0.0786,0.3,17200.0
12.5,0,-1.0616760278934336,13.4,2,11.9,0.0838,0.32,17200.0
12.5,0,-1.0616760278934336,13.4,2,11.9,0.089,0.33999999999999997,17200.0
12.5,0,-1.0616760278934336,13.4,2,11.9,0.0942,0.36,17200.0
12.5,0,-1.0616760278934336,13.4,2,11.9,0.0994,0.38,17200.0
12.5,0,-1.0616760278934336,13.4,2,11.9,0.1046,0.39999999999999997,17200.0
12.5,0,-1.1045720501494856,13.4,1,11.9,0.057800000000000004,0.22,17400.0
12.5,0,-1.1045720501494856,13.4,1,11.9,0.063,0.24,17400.0
12.5,0,-1.1045720501494856,13.4,1,11.9,0.06820000000000001,0.26,17400.0
12.5,0,-1.1045720501494856,13.4,1,11.9,0.07339999999999999,0.28,17400.0
12.5,0,-1.1045720501494856,13.4,2,11.9,0.0786,0.3,17400.0
12.5,0,-1.1045720501494856,13.4,2,11.9,0.0838,0.32,17400.0
12.5,0,-1.0848148848001244,13.4,2,11.9,0.1046,0.39999999999999997,17400.0
12.5,0,-1.0848148848001244,13.4,2,11.9,0.10980000000000001,0.42,17400.0
12.5,0,-1.0848148848001244,13.4,2,11.9,0.115,0.43999999999999995,17400.0
12.5,0,-1.0848148848001244,13.4,2,11.9,0.1202,0.45999999999999996,17400.0
12.5,0,-1.0848148848001244,13.4,2,11.9,0.1254,0.48,17400.0
12.5,0,-1.0848148848001244,13.4,2,11.9,0.1306,0.49999999999999994,17400.0
